Stock,Company Name,Ticker,Market Cap
THE MOSAIC COMPANY (XNYS:MOS),THE MOSAIC COMPANY,MOS, $18,333,688,320 
LIVE NATION ENTERTAINMENT, INC. (XNYS:LYV),LIVE NATION ENTERTAINMENT, INC.,LYV, $18,289,657,254 
JACOBS SOLUTIONS INC. (XNYS:J),JACOBS SOLUTIONS INC.,J, $14,421,990,000 
CARDINAL HEALTH, INC. (XNYS:CAH),CARDINAL HEALTH, INC.,CAH, $19,134,845,905 
INGERSOLL RAND INC. (XNYS:IR),INGERSOLL RAND INC.,IR, $18,864,843,669 
CHURCH & DWIGHT CO., INC. (XNYS:CHD),CHURCH & DWIGHT CO., INC.,CHD, $17,540,480,000 
W. R. BERKLEY CORPORATION (XNYS:WRB),W. R. BERKLEY CORPORATION,WRB, $18,927,228,550 
BROWN & BROWN, INC. (XNYS:BRO),BROWN & BROWN, INC.,BRO, $17,379,413,079 
ROLLINS, INC. (XNYS:ROL),ROLLINS, INC.,ROL, $17,938,762,239 
CITIZENS FINANCIAL GROUP, INC. (XNYS:CFG),CITIZENS FINANCIAL GROUP, INC.,CFG, $18,805,002,734 
MONOLITHIC POWER SYSTEMS, INC. (XNAS:MPWR),MONOLITHIC POWER SYSTEMS, INC.,MPWR, $15,572,782,870 
CMS ENERGY CORPORATION (XNYS:CMS),CMS ENERGY CORPORATION,CMS, $15,795,346,508 
DOVER CORPORATION (XNYS:DOV),DOVER CORPORATION,DOV, $17,922,130,105 
STERIS PUBLIC LIMITED COMPANY (XNYS:STE),STERIS PUBLIC LIMITED COMPANY,STE, $16,587,430,000 
FOX CORPORATION (XNAS:FOX),FOX CORPORATION,FOX, $15,529,560,000 
FOX CORPORATION (XNAS:FOXA),FOX CORPORATION,FOXA, $15,529,560,000 
J. B. HUNT TRANSPORT SERVICES, INC. (XNAS:JBHT),J. B. HUNT TRANSPORT SERVICES, INC.,JBHT, $17,116,736,840 
ALIGN TECHNOLOGY, INC. (XNAS:ALGN),ALIGN TECHNOLOGY, INC.,ALGN, $16,220,727,817 
WATERS CORPORATION (XNYS:WAT),WATERS CORPORATION,WAT, $16,892,194,550 
HOLOGIC, INC. (XNAS:HOLX),HOLOGIC, INC.,HOLX, $15,605,815,281 
VENTAS, INC. (XNYS:VTR),VENTAS, INC.,VTR, $14,841,336,264 
MARATHON OIL CORPORATION (XNYS:MRO),MARATHON OIL CORPORATION,MRO, $19,751,559,025 
Amcor plc (XNYS:AMCR),Amcor plc,AMCR, $16,215,420,000 
TELEDYNE TECHNOLOGIES INCORPORATED (XNYS:TDY),TELEDYNE TECHNOLOGIES INCORPORATED,TDY, $16,425,119,027 
THE CLOROX COMPANY (XNYS:CLX),THE CLOROX COMPANY,CLX, $16,807,214,125 
ESSEX PROPERTY TRUST, INC. (XNYS:ESS),ESSEX PROPERTY TRUST, INC.,ESS, $14,834,024,443 
XYLEM INC. (XNYS:XYL),XYLEM INC.,XYL, $16,911,863,748 
CONAGRA BRANDS, INC. (XNYS:CAG),CONAGRA BRANDS, INC.,CAG, $16,625,355,949 
DARDEN RESTAURANTS, INC. (XNYS:DRI),DARDEN RESTAURANTS, INC.,DRI, $16,183,240,000 
Garmin Ltd (XNYS:GRMN),Garmin Ltd,GRMN, $15,594,270,000 
HEWLETT PACKARD ENTERPRISE COMPANY (XNYS:HPE),HEWLETT PACKARD ENTERPRISE COMPANY,HPE, $17,331,862,470 
FACTSET RESEARCH SYSTEMS INC. (XNYS:FDS),FACTSET RESEARCH SYSTEMS INC.,FDS, $15,461,131,647 
PERKINELMER, INC. (XNYS:PKI),PERKINELMER, INC.,PKI, $16,478,530,145 
BALL CORPORATION (XNYS:BALL),BALL CORPORATION,BALL, $15,247,050,000 
THE AES CORPORATION (XNYS:AES),THE AES CORPORATION,AES, $16,351,014,528 
IDEX CORPORATION (XNYS:IEX),IDEX CORPORATION,IEX, $15,393,250,659 
KEYCORP (XNYS:KEY),KEYCORP,KEY, $15,761,930,339 
WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION (XNYS:WAB),WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION,WAB, $15,273,840,000 
INCYTE CORPORATION (XNAS:INCY),INCYTE CORPORATION,INCY, $15,338,820,000 
EXPEDITORS INTERNATIONAL OF WASHINGTON, INC (XNAS:EXPD),EXPEDITORS INTERNATIONAL OF WASHINGTON, INC,EXPD, $14,682,690,000 
THE J. M. SMUCKER COMPANY (XNYS:SJM),THE J. M. SMUCKER COMPANY,SJM, $15,217,448,013 
TYLER TECHNOLOGIES, INC. (XNYS:TYL),TYLER TECHNOLOGIES, INC.,TYL, $13,969,294,846 
QUEST DIAGNOSTICS INCORPORATED (XNYS:DGX),QUEST DIAGNOSTICS INCORPORATED,DGX, $15,945,911,525 
Best Buy Co., Inc. (XNYS:BBY),Best Buy Co., Inc.,BBY, $14,356,591,116 
CINCINNATI FINANCIAL CORPORATION (XNAS:CINF),CINCINNATI FINANCIAL CORPORATION,CINF, $15,561,750,000 
ATMOS ENERGY CORPORATION (XNYS:ATO),ATMOS ENERGY CORPORATION,ATO, $14,232,601,906 
EXPEDIA GROUP, INC. (XNAS:EXPE),EXPEDIA GROUP, INC.,EXPE, $15,325,725,022 
CAMPBELL SOUP COMPANY (XNYS:CPB),CAMPBELL SOUP COMPANY,CPB, $15,062,859,600 
SKYWORKS SOLUTIONS, INC. (XNAS:SWKS),SKYWORKS SOLUTIONS, INC.,SWKS, $13,499,892,784 
Evergy, Inc. (XNYS:EVRG),Evergy, Inc.,EVRG, $13,091,930,000 
SYNCHRONY FINANCIAL (XNYS:SYF),SYNCHRONY FINANCIAL,SYF, $15,613,809,189 
ZEBRA TECHNOLOGIES CORPORATION (XNAS:ZBRA),ZEBRA TECHNOLOGIES CORPORATION,ZBRA, $13,622,825,817 
UDR, INC. (XNYS:UDR),UDR, INC.,UDR, $12,736,993,360 
MATCH GROUP, INC. (XNAS:MTCH),MATCH GROUP, INC.,MTCH, $12,168,419,500 
NETAPP, INC. (XNAS:NTAP),NETAPP, INC.,NTAP, $14,259,189,919 
TRIMBLE INC. (XNAS:TRMB),TRIMBLE INC.,TRMB, $13,247,200,000 
FMC CORPORATION (XNYS:FMC),FMC CORPORATION,FMC, $14,529,400,000 
ALLIANT ENERGY CORPORATION (XNAS:LNT),ALLIANT ENERGY CORPORATION,LNT, $12,486,087,712 
JACK HENRY & ASSOCIATES, INC. (XNAS:JKHY),JACK HENRY & ASSOCIATES, INC.,JKHY, $13,652,424,828 
AVERY DENNISON CORPORATION (XNYS:AVY),AVERY DENNISON CORPORATION,AVY, $13,898,096,366 
FLEETCOR TECHNOLOGIES, INC. (XNYS:FLT),FLEETCOR TECHNOLOGIES, INC.,FLT, $12,787,524,069 
CITRIX SYSTEMS, INC. (XNAS:CTXS),CITRIX SYSTEMS, INC.,CTXS, $13,178,280,000 
NVR, Inc. (XNYS:NVR),NVR, Inc.,NVR, $12,997,880,000 
THE COOPER COMPANIES, INC. (XNYS:COO),THE COOPER COMPANIES, INC.,COO, $12,829,461,340 
Catalent, Inc. (XNYS:CTLT),Catalent, Inc.,CTLT, $12,281,500,000 
LKQ CORPORATION (XNAS:LKQ),LKQ CORPORATION,LKQ, $14,128,341,100 
OMNICOM GROUP INC. (XNYS:OMC),OMNICOM GROUP INC.,OMC, $14,310,831,898 
HOWMET AEROSPACE INC. (XNYS:HWM),HOWMET AEROSPACE INC.,HWM, $14,692,804,109 
SOLAREDGE TECHNOLOGIES, INC. (XNAS:SEDG),SOLAREDGE TECHNOLOGIES, INC.,SEDG, $11,275,007,339 
IRON MOUNTAIN INCORPORATED (XNYS:IRM),IRON MOUNTAIN INCORPORATED,IRM, $13,682,538,243 
AKAMAI TECHNOLOGIES, INC. (XNAS:AKAM),AKAMAI TECHNOLOGIES, INC.,AKAM, $13,651,235,748 
CAMDEN PROPERTY TRUST (XNYS:CPT),CAMDEN PROPERTY TRUST,CPT, $12,132,485,309 
ETSY, INC. (XNAS:ETSY),ETSY, INC.,ETSY, $12,776,104,099 
POOL CORPORATION (XNAS:POOL),POOL CORPORATION,POOL, $11,276,599,142 
PARAMOUNT GLOBAL (XNAS:PARA),PARAMOUNT GLOBAL,PARA, $12,526,520,000 
Cboe Global Markets, Inc. (BATS:CBOE),Cboe Global Markets, Inc.,CBOE, $12,619,290,000 
BIO-RAD LABORATORIES, INC. (XNYS:BIO),BIO-RAD LABORATORIES, INC.,BIO, $11,201,620,000 
HEALTHPEAK PROPERTIES, INC. (XNYS:PEAK),HEALTHPEAK PROPERTIES, INC.,PEAK, $12,108,206,616 
TEXTRON INC. (XNYS:TXT),TEXTRON INC.,TXT, $13,313,798,904 
PTC INC. (XNAS:PTC),PTC INC.,PTC, $13,202,048,696 
NORDSON CORPORATION (XNAS:NDSN),NORDSON CORPORATION,NDSN, $12,100,630,000 
LOEWS CORPORATION (XNYS:L),LOEWS CORPORATION,L, $12,924,420,000 
LEIDOS HOLDINGS, INC. (XNYS:LDOS),LEIDOS HOLDINGS, INC.,LDOS, $12,746,070,000 
C.H. ROBINSON WORLDWIDE, INC. (XNAS:CHRW),C.H. ROBINSON WORLDWIDE, INC.,CHRW, $11,654,940,864 
TERADYNE, INC. (XNAS:TER),TERADYNE, INC.,TER, $11,594,000,000 
BOSTON PROPERTIES, INC. (XNYS:BXP),BOSTON PROPERTIES, INC.,BXP, $11,363,265,750 
MGM RESORTS INTERNATIONAL (XNYS:MGM),MGM RESORTS INTERNATIONAL,MGM, $12,760,100,000 
V.F. CORPORATION (XNYS:VFC),V.F. CORPORATION,VFC, $10,757,412,705 
NortonLifeLock Inc. (XNAS:NLOK),NortonLifeLock Inc.,NLOK, $14,509,426,000 
INTERNATIONAL PAPER COMPANY (XNYS:IP),INTERNATIONAL PAPER COMPANY,IP, $11,975,515,744 
KIMCO REALTY CORPORATION (XNYS:KIM),KIMCO REALTY CORPORATION,KIM, $12,177,910,580 
GENERAC HOLDINGS INC. (XNYS:GNRC),GENERAC HOLDINGS INC.,GNRC, $6,988,209,121 
HOST HOTELS & RESORTS, INC. (XNAS:HST),HOST HOTELS & RESORTS, INC.,HST, $12,753,683,984 
ABIOMED, INC. (XNAS:ABMD),ABIOMED, INC.,ABMD, $11,647,986,673 
APA CORPORATION (XNAS:APA),APA CORPORATION,APA, $14,102,839,338 
BIO-TECHNE CORPORATION (XNAS:TECH),BIO-TECHNE CORPORATION,TECH, $11,111,381,685 
DOMINO'S PIZZA, INC. (XNYS:DPZ),DOMINO'S PIZZA, INC.,DPZ, $11,383,024,632 
LAMB WESTON HOLDINGS, INC. (XNYS:LW),LAMB WESTON HOLDINGS, INC.,LW, $11,753,885,664 
STANLEY BLACK & DECKER, INC. (XNYS:SWK),STANLEY BLACK & DECKER, INC.,SWK, $10,930,978,410 
SEAGATE TECHNOLOGY HOLDINGS PUBLIC LIMITED COMPANY (XNAS:STX),SEAGATE TECHNOLOGY HOLDINGS PUBLIC LIMITED COMPANY,STX, $10,967,920,000 
SNAP-ON INCORPORATED (XNYS:SNA),SNAP-ON INCORPORATED,SNA, $11,066,404,147 
FRANKLIN RESOURCES, INC. (XNYS:BEN),FRANKLIN RESOURCES, INC.,BEN, $11,227,985,463 
UNITED AIRLINES HOLDINGS, INC. (XNAS:UAL),UNITED AIRLINES HOLDINGS, INC.,UAL, $13,220,960,232 
MASCO CORPORATION (XNYS:MAS),MASCO CORPORATION,MAS, $10,073,960,000 
PACKAGING CORPORATION OF AMERICA (XNYS:PKG),PACKAGING CORPORATION OF AMERICA,PKG, $10,580,430,000 
CARMAX, INC. (XNYS:KMX),CARMAX, INC.,KMX, $8,799,883,195 
EVEREST RE GROUP, LTD. (XNYS:RE),EVEREST RE GROUP, LTD.,RE, $11,030,199,544 
VIATRIS INC. (XNAS:VTRS),VIATRIS INC.,VTRS, $11,374,009,780 
WESTERN DIGITAL CORPORATION (XNAS:WDC),WESTERN DIGITAL CORPORATION,WDC, $11,069,953,356 
NISOURCE INC. (XNYS:NI),NISOURCE INC.,NI, $9,941,788,970 
THE INTERPUBLIC GROUP OF COMPANIES, INC. (XNYS:IPG),THE INTERPUBLIC GROUP OF COMPANIES, INC.,IPG, $11,042,639,192 
CHARLES RIVER LABORATORIES INTERNATIONAL, INC. (XNYS:CRL),CHARLES RIVER LABORATORIES INTERNATIONAL, INC.,CRL, $10,181,817,395 
NIELSEN HOLDINGS PLC (XNYS:NLSN),NIELSEN HOLDINGS PLC,NLSN, $10,069,559,916 
CELANESE CORPORATION (XNYS:CE),CELANESE CORPORATION,CE, $9,973,493,000 
MOLSON COORS BEVERAGE COMPANY (XNYS:TAP),MOLSON COORS BEVERAGE COMPANY,TAP, $10,488,600,000 
GLOBE LIFE INC. (XNYS:GL),GLOBE LIFE INC.,GL, $11,059,157,385 
ROYAL CARIBBEAN CRUISES LTD. (XNYS:RCL),ROYAL CARIBBEAN CRUISES LTD.,RCL, $12,548,912,640 
TELEFLEX INCORPORATED (XNYS:TFX),TELEFLEX INCORPORATED,TFX, $9,271,768,674 
ADVANCE AUTO PARTS, INC. (XNYS:AAP),ADVANCE AUTO PARTS, INC.,AAP, $10,236,930,000 
Hasbro, Inc. (XNAS:HAS),Hasbro, Inc.,HAS, $9,043,599,237 
COMERICA INCORPORATED (XNYS:CMA),COMERICA INCORPORATED,CMA, $8,547,765,732 
REGENCY CENTERS CORPORATION (XNAS:REG),REGENCY CENTERS CORPORATION,REG, $9,526,027,720 
Signature Bank (XNAS:SBNY),Signature Bank,SBNY, $8,955,376,181 
NRG ENERGY, INC. (XNYS:NRG),NRG ENERGY, INC.,NRG, $9,960,831,156 
HENRY SCHEIN, INC. (XNAS:HSIC),HENRY SCHEIN, INC.,HSIC, $9,210,885,000 
HUNTINGTON INGALLS INDUSTRIES, INC. (XNYS:HII),HUNTINGTON INGALLS INDUSTRIES, INC.,HII, $9,982,540,748 
NEWS CORPORATION (XNAS:NWS),NEWS CORPORATION,NWS, $9,722,352,000 
NEWS CORPORATION (XNAS:NWSA),NEWS CORPORATION,NWSA, $9,722,352,000 
EASTMAN CHEMICAL COMPANY (XNYS:EMN),EASTMAN CHEMICAL COMPANY,EMN, $9,125,899,635 
PULTEGROUP, INC. (XNYS:PHM),PULTEGROUP, INC.,PHM, $8,678,871,267 
F5, INC. (XNAS:FFIV),F5, INC.,FFIV, $8,792,570,487 
CERIDIAN HCM HOLDING INC. (XNYS:CDAY),CERIDIAN HCM HOLDING INC.,CDAY, $8,863,542,452 
JUNIPER NETWORKS, INC. (XNYS:JNPR),JUNIPER NETWORKS, INC.,JNPR, $9,278,249,220 
ROBERT HALF INTERNATIONAL INC. (XNYS:RHI),ROBERT HALF INTERNATIONAL INC.,RHI, $8,747,898,000 
MARKETAXESS HOLDINGS INC. (XNAS:MKTX),MARKETAXESS HOLDINGS INC.,MKTX, $9,147,275,230 
QORVO, INC. (XNAS:QRVO),QORVO, INC.,QRVO, $8,822,909,960 
ALLEGION PUBLIC LIMITED COMPANY (XNYS:ALLE),ALLEGION PUBLIC LIMITED COMPANY,ALLE, $8,150,491,731 
WESTROCK COMPANY (XNYS:WRK),WESTROCK COMPANY,WRK, $8,356,232,280 
AMERICAN AIRLINES GROUP INC. (XNAS:AAL),AMERICAN AIRLINES GROUP INC.,AAL, $8,909,387,289 
ASSURANT, INC. (XNYS:AIZ),ASSURANT, INC.,AIZ, $7,816,981,201 
ZIONS BANCORPORATION, NATIONAL ASSOCIATION (XNAS:ZION),ZIONS BANCORPORATION, NATIONAL ASSOCIATION,ZION, $7,195,542,348 
DAVITA INC. (XNYS:DVA),DAVITA INC.,DVA, $8,216,087,000 
LUMEN TECHNOLOGIES, INC. (XNYS:LUMN),LUMEN TECHNOLOGIES, INC.,LUMN, $6,936,774,000 
LINCOLN NATIONAL CORPORATION (XNYS:LNC),LINCOLN NATIONAL CORPORATION,LNC, $8,575,990,918 
BATH & BODY WORKS, INC. (XNYS:BBWI),BATH & BODY WORKS, INC.,BBWI, $7,698,497,653 
BORGWARNER INC. (XNYS:BWA),BORGWARNER INC.,BWA, $8,180,149,648 
WHIRLPOOL CORPORATION (XNYS:WHR),WHIRLPOOL CORPORATION,WHR, $7,152,547,633 
PINNACLE WEST CAPITAL CORPORATION (XNYS:PNW),PINNACLE WEST CAPITAL CORPORATION,PNW, $7,255,138,248 
FEDERAL REALTY INVESTMENT TRUST (XNYS:FRT),FEDERAL REALTY INVESTMENT TRUST,FRT, $7,465,397,768 
WYNN RESORTS, LIMITED (XNAS:WYNN),WYNN RESORTS, LIMITED,WYNN, $6,687,300,480 
Carnival Corp (XNYS:CCL),Carnival Corp,CCL, $9,938,727,000 
FORTUNE BRANDS HOME & SECURITY, INC. (XNYS:FBHS),FORTUNE BRANDS HOME & SECURITY, INC.,FBHS, $7,127,953,040 
CAESARS ENTERTAINMENT, INC. (XNAS:CZR),CAESARS ENTERTAINMENT, INC.,CZR, $8,493,053,409 
TAPESTRY, INC. (XNYS:TPR),TAPESTRY, INC.,TPR, $7,568,894,119 
PENTAIR PUBLIC LIMITED COMPANY (XNYS:PNR),PENTAIR PUBLIC LIMITED COMPANY,PNR, $6,515,901,238 
SEALED AIR CORPORATION (XNYS:SEE),SEALED AIR CORPORATION,SEE, $6,805,341,906 
A. O. SMITH CORPORATION (XNYS:AOS),A. O. SMITH CORPORATION,AOS, $7,742,483,253 
INVESCO LTD. (XNYS:IVZ),INVESCO LTD.,IVZ, $6,773,461,000 
DENTSPLY SIRONA INC. (XNAS:XRAY),DENTSPLY SIRONA INC.,XRAY, $6,261,023,496 
ORGANON & CO. (XNYS:OGN),ORGANON & CO.,OGN, $6,022,529,664 
UNIVERSAL HEALTH SERVICES, INC. (XNYS:UHS),UNIVERSAL HEALTH SERVICES, INC.,UHS, $6,864,281,000 
MOHAWK INDUSTRIES, INC. (XNYS:MHK),MOHAWK INDUSTRIES, INC.,MHK, $6,059,213,737 
NEWELL BRANDS INC. (XNAS:NWL),NEWELL BRANDS INC.,NWL, $6,212,272,000 
DXC TECHNOLOGY COMPANY (XNYS:DXC),DXC TECHNOLOGY COMPANY,DXC, $6,659,530,896 
ALASKA AIR GROUP, INC. (XNYS:ALK),ALASKA AIR GROUP, INC.,ALK, $5,198,624,448 
NORWEGIAN CRUISE LINE HOLDINGS LTD. (XNYS:NCLH),NORWEGIAN CRUISE LINE HOLDINGS LTD.,NCLH, $6,291,340,756 
VORNADO REALTY TRUST (XNYS:VNO),VORNADO REALTY TRUST,VNO, $4,293,844,489 
DISH NETWORK CORPORATION (XNAS:DISH),DISH NETWORK CORPORATION,DISH, $7,477,299,090 
RALPH LAUREN CORPORATION (XNYS:RL),RALPH LAUREN CORPORATION,RL, $6,148,239,439 
